CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070706 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 9.433
Integrated O3 until EOF (DU)     : 231.550
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      979.650   290.420    68.151     1.095    11.175     0.102     3.787    -9.412   292.130   313.020     0.00869
 0.4      968.370   289.500    72.732     1.048    10.825     0.199     4.030   -10.499   292.170   313.500     0.00884
 0.5      956.980   288.710    68.793     1.070    11.181     0.299     4.337   -11.298   292.350   311.820     0.00804
 0.6      945.730   288.030    65.032     1.060    11.208     0.398     4.674   -12.020   292.640   310.530     0.00736
 0.7      934.670   287.470    57.583     1.051    11.246     0.496     5.236   -12.405   293.060   308.570     0.00635
 0.8      923.700   286.910    57.000     1.074    11.628     0.597     5.891   -12.745   293.470   308.490     0.00613
 0.9      912.750   286.340    57.706     1.094    11.987     0.700     6.916   -12.272   293.880   308.760     0.00605
