CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070713 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 24.058
Integrated O3 until EOF (DU)     : 178.656
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      989.100   290.150    58.000     2.710    27.401     0.252    -3.279    -2.986   291.060   308.310     0.00719
 0.4      977.530   289.270    57.917     2.720    27.825     0.505    -3.799    -3.081   291.150   307.670     0.00687
 0.5      966.080   288.320    59.000     2.731    28.270     0.760    -4.137    -3.131   291.170   307.240     0.00666
 0.6      954.760   287.590    57.100     2.730    28.594     1.015    -4.369    -3.174   291.410   306.470     0.00621
 0.7      943.460   286.750    58.000     2.727    28.909     1.271    -4.393    -3.310   291.550   306.260     0.00605
 0.8      932.310   285.930    60.296     2.727    29.250     1.528    -4.295    -3.435   291.690   306.400     0.00602
