CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20100910 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.500
Integrated O3 until EOF (DU)     : 236.963
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      990.270   290.130    75.060     2.230    22.519     0.207    -4.374    -4.676   290.940   313.210     0.00929
 0.4      978.780   289.180    78.567     2.225    22.730     0.414    -4.713    -4.552   290.960   313.210     0.00925
 0.5      967.320   288.190    82.111     2.237    23.122     0.623    -4.811    -4.486   290.930   313.080     0.00917
 0.6      955.960   287.230    85.125     2.209    23.112     0.830    -4.607    -4.130   290.930   312.820     0.00903
 0.7      944.690   286.260    89.444     2.198    23.265     1.037    -4.210    -3.435   290.940   312.850     0.00901
 0.8      933.590   285.270    93.474     2.167    23.210     1.241    -3.686    -3.355   290.910   312.680     0.00892
