CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20140620 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.600
Integrated O3 until EOF (DU)     : 218.776
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1010.300   292.110    74.417     2.340    23.162     0.216  9000.000  9000.000   291.260   315.670     0.01024
 0.2      998.640   291.050    79.000     2.350    23.532     0.433  9000.000  9000.000   291.160   315.750     0.01028
 0.3      986.950   290.120    79.727     2.380    24.115     0.654  9000.000  9000.000   291.210   314.950     0.00989
 0.4      975.480   289.240    83.083     2.400    24.603     0.877  9000.000  9000.000   291.290   315.030     0.00985
 0.5      964.090   288.280    87.000     2.390    24.790     1.101  9000.000  9000.000   291.300   315.000     0.00981
 0.6      952.830   287.470    89.000     2.400    25.188     1.325  9000.000  9000.000   291.460   314.820     0.00963
 0.7      941.630   286.920    88.000     2.380    25.275     1.549  9000.000  9000.000   291.870   314.490     0.00929
 0.8      930.580   285.950    92.889     2.398    25.767     1.775  9000.000  9000.000   291.870   314.610     0.00931
 0.9      919.500   285.180    93.000     2.400    26.101     2.001  9000.000  9000.000   292.080   314.050     0.00896
