CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070615 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.827
Integrated O3 until EOF (DU)     : 238.755
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.870   288.820    70.333     1.730    17.566     0.161    -2.860     2.291   290.070   309.370     0.00803
 0.4      973.250   287.770    74.115     1.744    17.924     0.325    -2.811     2.781   290.000   309.290     0.00800
 0.5      961.840   286.750    78.404     1.780    18.508     0.492    -2.712     3.258   289.940   309.320     0.00801
 0.6      950.430   285.920    79.094     1.790    18.833     0.660    -2.707     3.618   290.090   308.890     0.00774
 0.7      939.270   285.450    80.000     1.797    19.128     0.830    -2.725     3.991   290.590   309.300     0.00768
 0.8      928.080   285.070    80.000     1.791    19.296     0.999    -2.843     4.215   291.200   309.740     0.00758
 0.9      917.110   284.700    79.000     1.778    19.385     1.167    -2.985     4.406   291.800   309.930     0.00739
