CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20080530 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 14.803
Integrated O3 until EOF (DU)     : 153.605
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.630   291.000    89.607     2.447    24.826     0.226     5.568    -0.010   292.200   320.480     0.01178
 0.4      974.240   290.110    93.071     2.440    25.045     0.453     5.106     0.083   292.270   320.440     0.01169
 0.5      962.800   289.120    96.571     2.449    25.432     0.681     5.456    -0.082   292.260   320.100     0.01152
 0.6      951.560   288.400    94.538     2.373    24.943     0.903     5.872     0.021   292.510   318.930     0.01089
 0.7      940.450   288.520    85.846     2.384    25.348     1.125     5.636     0.530   293.610   318.150     0.01008
 0.8      929.400   288.880    67.333     2.500    26.899     1.358     5.186     1.227   294.970   314.990     0.00819
 0.9      918.560   289.610    47.673     2.672    29.086     1.606     4.862     2.768   296.700   311.700     0.00611
