CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090626 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.000
Integrated O3 until EOF (DU)     : 202.408
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.650   288.590    61.409     3.290    33.515     0.307  9000.000  9000.000   290.110   306.780     0.00693
 0.4      970.160   287.590    62.897     3.272    33.727     0.613  9000.000  9000.000   290.080   306.330     0.00673
 0.5      958.660   286.620    66.564     3.256    33.960     0.919  9000.000  9000.000   290.090   306.480     0.00677
 0.6      947.450   285.590    68.911     3.238    34.178     1.224  9000.000  9000.000   290.020   306.110     0.00662
 0.7      936.150   284.690    72.849     3.193    34.108     1.526  9000.000  9000.000   290.090   306.360     0.00667
 0.8      925.060   283.610    75.755     3.194    34.526     1.830  9000.000  9000.000   289.970   305.960     0.00653
