CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20140823 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 13.900
Integrated O3 until EOF (DU)     : 214.254
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1010.800   291.160    54.917     2.858    28.277     0.264  9000.000  9000.000   290.270   307.210     0.00711
 0.2      999.150   290.270    58.000     2.980    29.825     0.541  9000.000  9000.000   290.350   307.510     0.00718
 0.3      987.370   289.250    61.000     3.050    30.890     0.825  9000.000  9000.000   290.300   307.460     0.00715
 0.4      975.920   288.260    63.000     3.050    31.253     1.110  9000.000  9000.000   290.270   307.140     0.00701
 0.5      964.410   287.360    65.917     3.030    31.418     1.394  9000.000  9000.000   290.340   307.240     0.00699
 0.6      953.010   286.310    70.000     2.980    31.269     1.674  9000.000  9000.000   290.260   307.260     0.00701
 0.7      941.790   285.400    73.000     2.999    31.846     1.957  9000.000  9000.000   290.310   307.270     0.00697
 0.8      930.640   284.390    77.000     2.970    31.914     2.238  9000.000  9000.000   290.270   307.250     0.00695
 0.9      919.500   283.450    81.000     2.930    31.865     2.516  9000.000  9000.000   290.310   307.350     0.00695
