CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090731 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 9.391
Integrated O3 until EOF (DU)     : 229.068
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.570   291.060    89.316     2.547    25.847     0.236     3.675    -9.257   292.260   320.560     0.01179
 0.4      974.130   290.070    91.963     2.499    25.656     0.468     4.998    -9.443   292.240   320.010     0.01153
 0.5      962.810   289.040    96.692     2.491    25.878     0.700     5.325    -9.607   292.180   319.910     0.01147
 0.6      951.530   288.230    99.808     2.472    25.978     0.931     5.818    -9.452   292.330   319.900     0.01136
 0.7      940.450   287.470   100.000     2.460    26.158     1.161     6.386    -8.992   292.540   319.240     0.01097
 0.8      929.360   286.710   100.000     2.432    26.170     1.390     6.724    -8.426   292.760   318.550     0.01056
 0.9      918.380   286.010    97.880     2.409    26.229     1.616     6.859    -7.590   293.040   317.520     0.00999
