CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20121121 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 13.300
Integrated O3 until EOF (DU)     : 209.876
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1010.100   294.180    67.385     0.993     9.832     0.091  9000.000  9000.000   293.340   318.560     0.01058
 0.2      998.480   293.490    73.000     1.208    12.098     0.202  9000.000  9000.000   293.620   320.170     0.01110
 0.3      986.920   292.770    69.000     1.480    14.996     0.338  9000.000  9000.000   293.870   318.220     0.01015
 0.4      975.550   291.900    71.000     1.745    17.887     0.499  9000.000  9000.000   293.970   318.030     0.00999
 0.5      964.310   291.060    73.000     1.830    18.977     0.668  9000.000  9000.000   294.090   317.900     0.00985
 0.6      953.130   290.280    77.692     1.985    20.822     0.852  9000.000  9000.000   294.280   318.750     0.01009
 0.7      942.000   289.450    80.143     2.001    21.247     1.038  9000.000  9000.000   294.420   318.710     0.00998
 0.8      931.070   289.080    68.000     1.997    21.445     1.224  9000.000  9000.000   295.020   315.470     0.00837
 0.9      920.080   289.270    45.308     1.960    21.303     1.407  9000.000  9000.000   296.220   310.230     0.00572
