CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070720 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 11.405
Integrated O3 until EOF (DU)     : 245.812
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      989.970   290.230    62.040     2.190    22.118     0.203    -9.333    -3.040   291.060   309.590     0.00773
 0.4      978.430   289.170    64.926     2.190    22.379     0.407    -9.949    -3.614   290.970   309.360     0.00764
 0.5      967.000   288.320    68.000     2.172    22.466     0.610   -10.425    -4.160   291.090   309.600     0.00767
 0.6      955.660   287.760    65.118     2.105    22.026     0.807   -10.793    -4.582   291.500   308.860     0.00716
 0.7      944.430   287.070    66.893     2.077    21.988     1.002   -10.964    -4.985   291.780   309.080     0.00711
 0.8      933.270   286.320    68.000     2.035    21.805     1.193   -10.966    -5.114   292.010   309.020     0.00697
