CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20140523 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.500
Integrated O3 until EOF (DU)     : 263.366
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1012.900   293.190    62.000     2.878    28.416     0.264  9000.000  9000.000   292.120   313.830     0.00912
 0.2     1001.200   292.230    64.000     2.864    28.603     0.528  9000.000  9000.000   292.130   313.550     0.00896
 0.3      989.680   291.340    68.000     2.950    29.808     0.801  9000.000  9000.000   292.200   314.030     0.00910
 0.4      978.120   290.370    71.000     3.019    30.868     1.081  9000.000  9000.000   292.200   313.940     0.00903
 0.5      966.740   289.420    74.308     3.010    31.136     1.361  9000.000  9000.000   292.220   313.950     0.00900
 0.6      955.430   288.450    76.700     3.030    31.713     1.644  9000.000  9000.000   292.220   313.610     0.00882
 0.7      944.240   287.390    80.556     3.000    31.771     1.925  9000.000  9000.000   292.130   313.410     0.00875
 0.8      933.100   286.530    85.000     2.980    31.937     2.205  9000.000  9000.000   292.240   313.780     0.00883
 0.9      922.050   285.500    89.000     2.990    32.428     2.487  9000.000  9000.000   292.170   313.570     0.00873
