CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20100312 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.600
Integrated O3 until EOF (DU)     : 194.773
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.470   294.430    71.102     2.211    22.436     0.202    -7.533     1.054   295.660   323.570     0.01163
 0.4      974.170   293.320    75.433     2.211    22.700     0.405    -7.770     0.659   295.510   323.550     0.01164
 0.5      962.970   292.400    79.828     2.202    22.871     0.608    -7.564    -0.188   295.560   323.980     0.01176
 0.6      951.800   291.490    82.000     2.153    22.620     0.807    -6.841    -1.575   295.620   323.600     0.01153
 0.7      940.810   290.840    82.000     2.170    23.065     1.008    -5.748    -2.333   295.930   323.170     0.01119
 0.8      929.830   289.980    83.611     2.189    23.545     1.211    -5.023    -2.687   296.050   322.740     0.01092
