CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070525 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 9.994
Integrated O3 until EOF (DU)     : 205.548
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.770   292.170    75.160     1.720    17.484     0.159  9000.000  9000.000   293.530   319.170     0.01067
 0.4      972.430   291.310    76.000     1.740    17.893     0.319  9000.000  9000.000   293.640   318.550     0.01034
 0.5      961.060   290.530    77.000     1.752    18.228     0.482  9000.000  9000.000   293.830   318.210     0.01008
 0.6      949.860   289.920    76.891     1.793    18.879     0.648  9000.000  9000.000   294.200   317.960     0.00979
 0.7      938.870   289.310    73.154     1.822    19.407     0.818  9000.000  9000.000   294.550   316.630     0.00906
 0.8      927.860   288.950    65.643     1.851    19.948     0.990  9000.000  9000.000   295.180   314.830     0.00804
