CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20091121 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 13.270
Integrated O3 until EOF (DU)     : 187.619
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      976.470   290.840    82.615     1.681    17.221     0.156     8.680     3.660   292.820   318.960     0.01086
 0.4      965.130   289.940    82.625     1.709    17.705     0.314     8.952     3.800   292.880   317.920     0.01037
 0.5      953.850   289.120    84.000     1.712    17.943     0.474     9.452     3.598   293.040   317.550     0.01011
 0.6      942.740   288.690    81.480     1.704    18.075     0.633     9.585     2.836   293.580   317.080     0.00966
 0.7      931.720   287.970    81.000     1.702    18.271     0.792     9.714     2.338   293.830   316.440     0.00926
 0.8      920.740   287.150    83.808     1.706    18.528     0.952    10.057     1.700   293.980   316.500     0.00919
 0.9      909.880   286.290    86.400     1.652    18.156     1.107     9.953     1.153   294.100   316.380     0.00906
