CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20060501 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 14.184
Integrated O3 until EOF (DU)     : 166.693
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      980.180   294.490    91.000     0.714     7.285     0.065  9000.000  9000.000   296.170   332.300     0.01502
 0.4      968.950   293.760    91.000     0.743     7.669     0.133  9000.000  9000.000   296.410   331.440     0.01452
 0.5      957.880   293.100    90.630     0.774     8.077     0.204  9000.000  9000.000   296.720   330.690     0.01403
 0.6      946.870   292.370    90.000     0.795     8.392     0.278  9000.000  9000.000   296.950   329.640     0.01346
 0.7      935.930   291.680    90.000     0.826     8.822     0.354  9000.000  9000.000   297.230   329.000     0.01303
 0.8      925.130   290.940    90.000     0.854     9.229     0.433  9000.000  9000.000   297.470   328.240     0.01258
