CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070119 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 19.631
Integrated O3 until EOF (DU)     : 153.014
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.640   293.510    54.147     1.360    13.826     0.125    -4.534     2.484   294.890   315.000     0.00837
 0.4      972.300   292.550    57.000     1.360    13.987     0.250    -4.029     2.421   294.900   315.130     0.00839
 0.5      961.010   291.660    60.028     1.360    14.152     0.375    -4.445     2.682   294.980   315.420     0.00845
 0.6      949.900   290.800    61.000     1.350    14.212     0.500    -4.352     2.935   295.090   315.050     0.00822
 0.7      938.790   290.150    52.789     1.391    14.815     0.630    -3.691     2.879   295.410   312.240     0.00690
 0.8      927.880   289.800    44.263     1.485    16.001     0.768    -2.995     1.717   296.050   310.060     0.00573
 0.9      917.050   288.980    47.171     1.480    16.139     0.905    -2.460     1.680   296.200   310.580     0.00586
