CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20140829 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.500
Integrated O3 until EOF (DU)     : 246.646
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1003.400   292.860    77.889     1.460    14.550     0.134  9000.000  9000.000   292.580   319.620     0.01133
 0.2      991.920   291.860    83.900     1.500    15.122     0.273  9000.000  9000.000   292.540   320.290     0.01158
 0.3      980.420   290.860    87.000     1.500    15.300     0.411  9000.000  9000.000   292.500   319.910     0.01140
 0.4      968.990   289.940    90.000     1.500    15.480     0.551  9000.000  9000.000   292.550   319.690     0.01125
 0.5      957.670   289.020    93.727     1.490    15.559     0.690  9000.000  9000.000   292.610   319.650     0.01117
 0.6      946.560   288.250    94.000     1.480    15.636     0.828  9000.000  9000.000   292.790   318.980     0.01078
 0.7      935.400   287.850    95.000     1.490    15.929     0.967  9000.000  9000.000   293.380   319.560     0.01074
 0.8      924.500   286.650    95.000     1.490    16.117     1.107  9000.000  9000.000   293.130   317.700     0.01004
 0.9      913.600   285.850    96.000     1.500    16.419     1.248  9000.000  9000.000   293.300   317.220     0.00974
