CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070323 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 14.633
Integrated O3 until EOF (DU)     : 165.140
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.130   294.310    61.342     1.080    10.963     0.099    -8.549     0.552   295.570   319.490     0.00996
 0.4      973.810   293.260    63.000     1.109    11.393     0.201    -9.007     1.258   295.490   318.830     0.00969
 0.5      962.640   292.290    66.639     1.114    11.568     0.303    -9.332     2.093   295.480   319.060     0.00975
 0.6      951.510   291.360    71.886     1.120    11.771     0.407    -9.516     2.721   295.510   319.840     0.01003
 0.7      940.420   290.510    68.182     1.112    11.825     0.510    -9.625     3.127   295.640   317.830     0.00911
 0.8      929.430   289.780    65.300     1.125    12.110     0.614    -9.739     3.353   295.890   316.480     0.00843
 0.9      918.610   289.150    65.047     1.130    12.301     0.720    -9.773     3.557   296.230   316.230     0.00816
