CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20060324 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.871
Integrated O3 until EOF (DU)     : 171.748
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.190   294.120    76.857     1.270    12.865     0.116    -5.123     2.840   295.200   324.740     0.01231
 0.4      975.850   293.280    80.918     1.270    13.014     0.233    -5.492     3.054   295.330   325.270     0.01243
 0.5      964.560   292.580    77.189     1.271    13.176     0.350    -5.995     2.948   295.600   323.340     0.01148
 0.6      953.400   291.800    76.000     1.298    13.619     0.470    -6.369     2.379   295.790   322.180     0.01088
 0.7      942.390   291.290    71.706     1.348    14.307     0.594    -6.653     1.827   296.250   320.710     0.01005
 0.8      931.420   290.800    66.500     1.410    15.138     0.725    -6.671     1.663   296.740   319.080     0.00915
 0.9      920.650   290.620    54.636     1.482    16.095     0.862    -6.557     1.408   297.550   315.970     0.00752
