CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090821 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 37.271
Integrated O3 until EOF (DU)     : 99.855
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      985.790   290.100    92.828     1.622    16.458     0.151    -0.299    -4.279   291.290   318.930     0.01152
 0.4      974.280   289.210    97.175     1.670    17.141     0.306    -0.219    -5.581   291.370   319.120     0.01152
 0.5      962.980   288.850    93.918     1.670    17.340     0.462     0.678    -6.366   291.970   318.560     0.01100
 0.6      951.600   288.550    91.000     1.670    17.549     0.618     1.462    -6.333   292.660   318.330     0.01058
 0.7      940.500   287.650    94.000     1.690    17.969     0.776     1.669    -6.695   292.720   318.110     0.01043
 0.8      929.470   287.040    97.064     1.702    18.311     0.935     2.058    -7.115   293.080   318.650     0.01047
