CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20100124 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 7.380
Integrated O3 until EOF (DU)     : 215.242
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      984.910   295.560    65.828     1.548    15.720     0.141    -6.550    -0.988   296.840   324.610     0.01156
 0.4      973.610   294.480    69.246     1.548    15.895     0.283    -7.287    -0.734   296.730   324.440     0.01150
 0.5      962.450   293.500    72.818     1.530    15.897     0.423    -7.382    -0.634   296.710   324.520     0.01150
 0.6      951.330   292.750    71.083     1.550    16.289     0.565    -6.261    -0.860   296.940   323.250     0.01084
 0.7      940.450   292.000    70.357     1.560    16.588     0.709    -6.069    -2.359   297.150   322.350     0.01035
 0.8      929.520   291.030    74.561     1.576    16.951     0.855    -5.811    -2.401   297.150   322.620     0.01043
