CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20060616 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.217
Integrated O3 until EOF (DU)     : 85.651
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      980.230   290.320    59.625     2.538    25.893     0.235     7.103    -0.182   291.980   310.130     0.00755
 0.4      968.790   289.460    62.000     2.513    25.937     0.469     7.940    -0.862   292.090   310.220     0.00751
 0.5      957.420   288.580    62.537     2.489    26.000     0.701     8.526    -1.517   292.180   309.720     0.00724
 0.6      946.180   287.560    65.741     2.466    26.066     0.932     8.769    -2.025   292.130   309.650     0.00721
 0.7      935.010   286.580    69.436     2.469    26.401     1.164     8.791    -2.404   292.120   309.730     0.00722
 0.8      924.030   285.680    72.000     2.450    26.520     1.395     8.932    -2.893   292.180   309.650     0.00714
 0.9      913.010   284.940    72.000     2.397    26.252     1.622     9.433    -3.106   292.420   309.330     0.00688
