CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090717 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.538
Integrated O3 until EOF (DU)     : 231.097
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.220   289.210   100.000     2.627    26.714     0.245     0.269    -6.681   290.600   318.800     0.01174
 0.4      971.750   288.810    99.788     2.715    27.937     0.498    -0.642    -7.533   291.170   319.020     0.01155
 0.5      960.410   288.520    98.000     2.790    29.050     0.758    -1.450    -7.996   291.860   319.130     0.01127
 0.6      949.160   288.030    98.061     2.829    29.809     1.023    -1.940    -8.403   292.340   319.170     0.01105
 0.7      938.000   287.550   100.000     2.790    29.744     1.284    -1.755    -9.031   292.840   319.760     0.01105
 0.8      927.040   287.070   100.000     2.761    29.789     1.543    -1.918    -9.084   293.330   319.810     0.01083
