CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090725 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 25.874
Integrated O3 until EOF (DU)     : 146.770
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.120   288.800    63.368     3.496    35.564     0.326     0.733     3.637   290.210   307.620     0.00725
 0.4      971.580   287.810    66.860     3.473    35.744     0.651     1.097     3.652   290.180   307.660     0.00725
 0.5      960.120   286.860    69.959     3.450    35.937     0.975     1.272     3.158   290.210   307.660     0.00721
 0.6      948.850   285.790    72.000     3.412    35.955     1.296     1.494     2.942   290.100   307.100     0.00700
 0.7      937.520   284.870    75.918     3.391    36.168     1.617     1.846     2.964   290.150   307.280     0.00703
 0.8      926.430   284.010    80.000     3.349    36.145     1.934     2.471     3.218   290.260   307.560     0.00707
 0.9      915.460   283.210    79.000     3.333    36.407     2.251     2.839     2.574   290.420   306.870     0.00670
