CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20060603 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 17.745
Integrated O3 until EOF (DU)     : 103.062
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.150   292.360    67.370  9000.000  9000.000  9000.000     3.655    -5.939   293.440   316.590     0.00965
 0.4      975.710   291.360    70.965  9000.000  9000.000  9000.000     3.636    -6.556   293.410   316.640     0.00965
 0.5      964.430   290.390    75.429  9000.000  9000.000  9000.000     3.410    -6.904   293.400   316.970     0.00975
 0.6      953.150   289.450    79.000  9000.000  9000.000  9000.000     3.275    -7.024   293.430   317.010     0.00972
 0.7      942.030   288.410    83.849  9000.000  9000.000  9000.000     3.141    -7.154   293.360   317.100     0.00976
 0.8      930.940   287.600    82.692  9000.000  9000.000  9000.000     3.135    -7.760   293.530   316.100     0.00924
