CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20080509 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 20.048
Integrated O3 until EOF (DU)     : 84.353
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.100   291.980    92.432     2.716    27.680     0.250    -3.627     5.043   293.570   324.820     0.01300
 0.4      969.730   291.210    90.214     2.694    27.784     0.500    -2.245     4.518   293.780   323.270     0.01223
 0.5      958.570   290.370    92.262     2.700    28.167     0.750    -2.507     3.490   293.890   322.910     0.01199
 0.6      947.350   289.710    93.308     2.670    28.184     0.998    -2.550     3.954   294.210   322.760     0.01176
 0.7      936.320   289.010    92.000     2.650    28.302     1.245    -2.372     3.367   294.480   321.790     0.01121
 0.8      925.420   288.430    93.000     2.634    28.463     1.491    -1.673     3.694   294.870   321.870     0.01104
 0.9      914.610   287.760    92.000     2.610    28.539     1.735    -2.156     3.604   295.170   321.130     0.01057
