CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20090522 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 13.292
Integrated O3 until EOF (DU)     : 191.835
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      976.900   292.610    90.200     2.236    22.889     0.206    -3.096    -2.163   294.560   326.500     0.01327
 0.4      965.610   291.540    94.636     2.220    22.991     0.411    -2.965    -2.288   294.460   326.240     0.01316
 0.5      954.520   290.670    97.878     2.193    22.975     0.614    -3.168    -3.035   294.550   326.110     0.01302
 0.6      943.410   290.060    98.979     2.249    23.839     0.823    -2.712    -3.339   294.910   326.050     0.01281
 0.7      932.390   289.440    95.000     2.260    24.241     1.033    -1.861    -3.649   295.270   324.450     0.01195
 0.8      921.520   288.670    95.942     2.270    24.633     1.245    -1.731    -3.389   295.470   323.930     0.01162
