CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20070622 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 10.831
Integrated O3 until EOF (DU)     : 216.936
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      991.760   288.840    51.827     2.400    24.203     0.224  9000.000  9000.000   289.520   303.630     0.00589
 0.4      980.230   287.940    55.460     2.446    24.958     0.453  9000.000  9000.000   289.580   304.040     0.00601
 0.5      968.610   286.840    58.714     2.439    25.176     0.681  9000.000  9000.000   289.450   303.910     0.00599
 0.6      957.200   285.950    63.000     2.470    25.804     0.914  9000.000  9000.000   289.540   304.400     0.00614
 0.7      945.890   285.110    65.067     2.500    26.430     1.150  9000.000  9000.000   289.660   304.400     0.00606
 0.8      934.620   284.260    64.059     2.429    25.987     1.380  9000.000  9000.000   289.790   303.730     0.00571
