CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20100514 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 14.493
Integrated O3 until EOF (DU)     : 143.098
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      987.210   292.430    84.543     2.475    25.066     0.228    -5.414    -2.293   293.500   322.670     0.01216
 0.4      975.780   291.500    87.882     2.461    25.223     0.455    -5.038    -3.090   293.540   322.560     0.01205
 0.5      964.410   290.800    85.308     2.440    25.301     0.681    -4.326    -3.444   293.810   321.170     0.01132
 0.6      953.240   289.850    90.018     2.420    25.387     0.906    -4.188    -3.815   293.830   321.400     0.01137
 0.7      942.180   289.440    85.926     2.435    25.840     1.132    -3.947    -3.819   294.390   320.410     0.01069
 0.8      931.100   288.590    87.655     2.440    26.207     1.360    -3.608    -4.149   294.510   320.020     0.01044
