CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20141010 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.600
Integrated O3 until EOF (DU)     : 267.689
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     1007.000   291.240    69.000     2.359    23.427     0.218  9000.000  9000.000   290.660   312.170     0.00901
 0.2      995.290   290.190    70.000     2.300    23.109     0.432  9000.000  9000.000   290.590   311.300     0.00865
 0.3      983.670   289.280    71.333     2.320    23.585     0.647  9000.000  9000.000   290.640   310.850     0.00841
 0.4      972.210   288.360    73.000     2.330    23.966     0.865  9000.000  9000.000   290.680   310.460     0.00820
 0.5      960.810   287.400    77.000     2.300    23.938     1.081  9000.000  9000.000   290.700   310.590     0.00822
 0.6      949.480   286.440    79.167     2.291    24.127     1.296  9000.000  9000.000   290.700   310.200     0.00803
 0.7      938.250   285.600    83.000     2.280    24.301     1.511  9000.000  9000.000   290.830   310.470     0.00806
 0.8      927.180   284.940    81.889     2.279    24.579     1.726  9000.000  9000.000   291.140   309.970     0.00770
 0.9      916.070   284.100    82.250     2.270    24.780     1.941  9000.000  9000.000   291.280   309.450     0.00740
